# 1192, 2319, 4042
2.467260e+03 4.781545e+00 3.783831e+00
2.467281e+03 4.773565e+00 3.760928e+00
2.467301e+03 4.765583e+00 3.738085e+00
2.467321e+03 4.757600e+00 3.715300e+00
2.467342e+03 4.749616e+00 3.692575e+00
2.467362e+03 4.741631e+00 3.669909e+00
2.467383e+03 4.733644e+00 3.647302e+00
2.467403e+03 4.725657e+00 3.624754e+00
2.467424e+03 4.717668e+00 3.602265e+00
2.467444e+03 4.709678e+00 3.579835e+00
2.467464e+03 4.701687e+00 3.557463e+00
2.467485e+03 4.693695e+00 3.535150e+00
2.467505e+03 4.685701e+00 3.512896e+00
2.467526e+03 4.677707e+00 3.490701e+00
2.467546e+03 4.669711e+00 3.468564e+00
2.467567e+03 4.661715e+00 3.446486e+00
2.467587e+03 4.653717e+00 3.424466e+00
2.467607e+03 4.645718e+00 3.402504e+00
2.467628e+03 4.637718e+00 3.380601e+00
2.467648e+03 4.629716e+00 3.358757e+00
2.467669e+03 4.621714e+00 3.336970e+00
2.467689e+03 4.613711e+00 3.315242e+00
2.467710e+03 4.605706e+00 3.293572e+00
2.467730e+03 4.597701e+00 3.271960e+00
2.467750e+03 4.589694e+00 3.250406e+00
2.467771e+03 4.581686e+00 3.228911e+00
2.467791e+03 4.573677e+00 3.207473e+00
2.467812e+03 4.565667e+00 3.186093e+00
2.467832e+03 4.557656e+00 3.164771e+00
2.467853e+03 4.549644e+00 3.143506e+00
2.467873e+03 4.541631e+00 3.122300e+00
2.467894e+03 4.533617e+00 3.101151e+00
2.467914e+03 4.525602e+00 3.080060e+00
2.467934e+03 4.517586e+00 3.059026e+00
2.467955e+03 4.509569e+00 3.038050e+00
2.467975e+03 4.501551e+00 3.017131e+00
2.467996e+03 4.493531e+00 2.996270e+00
2.468016e+03 4.485511e+00 2.975466e+00
2.468037e+03 4.477490e+00 2.954720e+00
2.468057e+03 4.469468e+00 2.934030e+00
2.468077e+03 4.461444e+00 2.913398e+00
2.468098e+03 4.453420e+00 2.892823e+00
2.468118e+03 4.445395e+00 2.872306e+00
2.468139e+03 4.437369e+00 2.851845e+00
2.468159e+03 4.429341e+00 2.831441e+00
2.468180e+03 4.421313e+00 2.811094e+00
2.468200e+03 4.413284e+00 2.790804e+00
2.468220e+03 4.405254e+00 2.770571e+00
2.468241e+03 4.397223e+00 2.750395e+00
2.468261e+03 4.389191e+00 2.730276e+00
2.468282e+03 4.381158e+00 2.710213e+00
2.468302e+03 4.373124e+00 2.690207e+00
2.468323e+03 4.365089e+00 2.670257e+00
2.468343e+03 4.357054e+00 2.650364e+00
2.468363e+03 4.349017e+00 2.630527e+00
2.468384e+03 4.340979e+00 2.610747e+00
2.468404e+03 4.332941e+00 2.591023e+00
2.468425e+03 4.324901e+00 2.571356e+00
2.468445e+03 4.316861e+00 2.551745e+00
2.468466e+03 4.308820e+00 2.532190e+00
2.468486e+03 4.300778e+00 2.512691e+00
2.468506e+03 4.292735e+00 2.493248e+00
2.468527e+03 4.284691e+00 2.473861e+00
2.468547e+03 4.276646e+00 2.454531e+00
2.468568e+03 4.268600e+00 2.435256e+00
2.468588e+03 4.260554e+00 2.416037e+00
2.468609e+03 4.252506e+00 2.396874e+00
2.468629e+03 4.244458e+00 2.377767e+00
2.468649e+03 4.236409e+00 2.358715e+00
2.468670e+03 4.228359e+00 2.339719e+00
2.468690e+03 4.220308e+00 2.320779e+00
2.468711e+03 4.212257e+00 2.301894e+00
2.468731e+03 4.204204e+00 2.283065e+00
2.468752e+03 4.196151e+00 2.264292e+00
2.468772e+03 4.188097e+00 2.245573e+00
2.468793e+03 4.180042e+00 2.226910e+00
2.468813e+03 4.171986e+00 2.208303e+00
2.468833e+03 4.163930e+00 2.189751e+00
2.468854e+03 4.155872e+00 2.171253e+00
2.468874e+03 4.147814e+00 2.152811e+00
2.468895e+03 4.139755e+00 2.134425e+00
2.468915e+03 4.131696e+00 2.116093e+00
2.468936e+03 4.123635e+00 2.097816e+00
2.468956e+03 4.115574e+00 2.079594e+00
2.468976e+03 4.107512e+00 2.061427e+00
2.468997e+03 4.099449e+00 2.043315e+00
2.469017e+03 4.091386e+00 2.025258e+00
2.469038e+03 4.083321e+00 2.007255e+00
2.469058e+03 4.075256e+00 1.989307e+00
2.469079e+03 4.067190e+00 1.971413e+00
2.469099e+03 4.059124e+00 1.953575e+00
2.469119e+03 4.051057e+00 1.935790e+00
2.469140e+03 4.042989e+00 1.918061e+00
2.469160e+03 4.034920e+00 1.900385e+00
2.469181e+03 4.026850e+00 1.882764e+00
2.469201e+03 4.018780e+00 1.865197e+00
2.469222e+03 4.010709e+00 1.847685e+00
2.469242e+03 4.002638e+00 1.830227e+00
2.469262e+03 3.994566e+00 1.812822e+00
2.469283e+03 3.986493e+00 1.795472e+00
2.469303e+03 3.978419e+00 1.778176e+00
2.469324e+03 3.970345e+00 1.760934e+00
2.469344e+03 3.962270e+00 1.743746e+00
2.469365e+03 3.954194e+00 1.726612e+00
2.469385e+03 3.946118e+00 1.709532e+00
2.469405e+03 3.938041e+00 1.692505e+00
2.469426e+03 3.929963e+00 1.675532e+00
2.469446e+03 3.921885e+00 1.658613e+00
2.469467e+03 3.913806e+00 1.641747e+00
2.469487e+03 3.905726e+00 1.624935e+00
2.469508e+03 3.897646e+00 1.608177e+00
2.469528e+03 3.889565e+00 1.591471e+00
2.469549e+03 3.881484e+00 1.574820e+00
2.469569e+03 3.873402e+00 1.558221e+00
2.469589e+03 3.865319e+00 1.541676e+00
2.469610e+03 3.857236e+00 1.525185e+00
2.469630e+03 3.849152e+00 1.508746e+00
2.469651e+03 3.841067e+00 1.492360e+00
2.469671e+03 3.832982e+00 1.476028e+00
2.469692e+03 3.824896e+00 1.459749e+00
2.469712e+03 3.816810e+00 1.443522e+00
2.469732e+03 3.808723e+00 1.427349e+00
2.469753e+03 3.800636e+00 1.411228e+00
2.469773e+03 3.792548e+00 1.395161e+00
2.469794e+03 3.784459e+00 1.379146e+00
2.469814e+03 3.776370e+00 1.363183e+00
2.469835e+03 3.768280e+00 1.347274e+00
2.469855e+03 3.760190e+00 1.331417e+00
2.469875e+03 3.752099e+00 1.315612e+00
2.469896e+03 3.744008e+00 1.299860e+00
2.469916e+03 3.735916e+00 1.284161e+00
2.469937e+03 3.727824e+00 1.268514e+00
2.469957e+03 3.719731e+00 1.252919e+00
2.469978e+03 3.711638e+00 1.237377e+00
2.469998e+03 3.703544e+00 1.221887e+00
2.470018e+03 3.695449e+00 1.206449e+00
2.470039e+03 3.687354e+00 1.191063e+00
2.470059e+03 3.679259e+00 1.175729e+00
2.470080e+03 3.671163e+00 1.160447e+00
2.470100e+03 3.663067e+00 1.145217e+00
2.470121e+03 3.654970e+00 1.130039e+00
2.470141e+03 3.646872e+00 1.114913e+00
2.470161e+03 3.638775e+00 1.099839e+00
2.470182e+03 3.630676e+00 1.084817e+00
2.470202e+03 3.622578e+00 1.069846e+00
2.470223e+03 3.614478e+00 1.054927e+00
2.470243e+03 3.606379e+00 1.040060e+00
2.470264e+03 3.598279e+00 1.025244e+00
2.470284e+03 3.590178e+00 1.010479e+00
2.470304e+03 3.582077e+00 9.957663e-01
2.470325e+03 3.573976e+00 9.811047e-01
2.470345e+03 3.565874e+00 9.664945e-01
