# 2143, 3862
2.384463e+03 -4.341046e-01 8.232469e-01
2.384483e+03 -4.396314e-01 8.040662e-01
2.384504e+03 -4.451475e-01 7.849655e-01
2.384524e+03 -4.506529e-01 7.659447e-01
2.384545e+03 -4.561476e-01 7.470036e-01
2.384565e+03 -4.616316e-01 7.281422e-01
2.384586e+03 -4.671049e-01 7.093604e-01
2.384606e+03 -4.725675e-01 6.906580e-01
2.384626e+03 -4.780194e-01 6.720350e-01
2.384647e+03 -4.834606e-01 6.534912e-01
2.384667e+03 -4.888911e-01 6.350265e-01
2.384688e+03 -4.943110e-01 6.166408e-01
2.384708e+03 -4.997201e-01 5.983340e-01
2.384729e+03 -5.051184e-01 5.801061e-01
2.384749e+03 -5.105061e-01 5.619568e-01
2.384769e+03 -5.158831e-01 5.438862e-01
2.384790e+03 -5.212493e-01 5.258940e-01
2.384810e+03 -5.266049e-01 5.079802e-01
2.384831e+03 -5.319497e-01 4.901446e-01
2.384851e+03 -5.372837e-01 4.723872e-01
2.384872e+03 -5.426071e-01 4.547079e-01
2.384892e+03 -5.479197e-01 4.371065e-01
2.384912e+03 -5.532216e-01 4.195830e-01
2.384933e+03 -5.585128e-01 4.021371e-01
2.384953e+03 -5.637932e-01 3.847689e-01
2.384974e+03 -5.690629e-01 3.674782e-01
2.384994e+03 -5.743219e-01 3.502650e-01
2.385015e+03 -5.795701e-01 3.331290e-01
2.385035e+03 -5.848075e-01 3.160702e-01
2.385055e+03 -5.900343e-01 2.990885e-01
2.385076e+03 -5.952502e-01 2.821838e-01
2.385096e+03 -6.004555e-01 2.653559e-01
2.385117e+03 -6.056499e-01 2.486048e-01
2.385137e+03 -6.108337e-01 2.319304e-01
2.385158e+03 -6.160066e-01 2.153325e-01
2.385178e+03 -6.211688e-01 1.988110e-01
2.385198e+03 -6.263203e-01 1.823659e-01
2.385219e+03 -6.314609e-01 1.659970e-01
2.385239e+03 -6.365909e-01 1.497043e-01
2.385260e+03 -6.417100e-01 1.334875e-01
2.385280e+03 -6.468184e-01 1.173467e-01
2.385301e+03 -6.519160e-01 1.012816e-01
2.385321e+03 -6.570028e-01 8.529225e-02
2.385342e+03 -6.620789e-01 6.937847e-02
2.385362e+03 -6.671441e-01 5.354016e-02
2.385382e+03 -6.721986e-01 3.777722e-02
2.385403e+03 -6.772423e-01 2.208953e-02
2.385423e+03 -6.822752e-01 6.477005e-03
2.385444e+03 -6.872974e-01 -9.060479e-03
2.385464e+03 -6.923087e-01 -2.452303e-02
2.385485e+03 -6.973093e-01 -3.991074e-02
2.385505e+03 -7.022990e-01 -5.522374e-02
2.385525e+03 -7.072780e-01 -7.046211e-02
2.385546e+03 -7.122461e-01 -8.562598e-02
2.385566e+03 -7.172035e-01 -1.007155e-01
2.385587e+03 -7.221501e-01 -1.157306e-01
2.385607e+03 -7.270858e-01 -1.306716e-01
